target_censoring,realised_censoring_mean,watch_median_days,accessory_median_days,mae_protocol_km_mean,mae_protocol_km_ci,mae_age_naive_cat_mean,mae_age_naive_cat_ci,mae_accounting_only_mean,mae_accounting_only_ci,mae_censor_at_end_mean,mae_censor_at_end_ci
0.1,0.0999980274605624,207.46026087692465,68.86277218890535,0.009055695416384906,0.0009085137415200757,0.05895262320260016,0.003592525384968533,0.073742703220888,0.00480489922809524,0.024762038340553343,0.002353046552938113
0.3,0.2999990678170781,598.1378815204688,198.47090616072327,0.032355143913410565,0.0037041358075992296,0.10654820406283579,0.005585321055673402,0.07481741389008702,0.001463637274028772,0.17470194863436161,0.004141031569169006
0.5,0.4999754401030764,1104.775745184589,366.47417492891213,0.04915968364546478,0.002818572187318692,0.094447725470253,0.005033970251852272,0.12228442469604424,0.004494887052029064,0.329310878642205,0.003833082463478409
0.7,0.6999791371462675,2033.5088051729465,674.3114916216097,0.04066106126463021,0.0026517607464286346,0.0628871907542722,0.0036518705564054063,0.09980194673641646,0.002939998457417987,0.46630386047012673,0.003339915474291776
