target_censoring,realised_censoring_mean,window_len_days_mean,n_current_mean,mae_protocol_km_mean,mae_protocol_km_ci,mae_protocol_weib_mean,mae_protocol_weib_ci,mae_age_naive_cat_mean,mae_age_naive_cat_ci,mae_accounting_only_mean,mae_accounting_only_ci,mae_censor_at_end_mean,mae_censor_at_end_ci
0.0,0.02739618572660951,4717.0,879.315,0.0010384016714330244,6.08286316373533e-05,0.0009997720119674194,5.366334542530679e-05,0.0074972047260193865,0.00019353794479488184,0.011762357177077703,0.00031320584319723983,0.0011775919575622922,6.587298297575592e-05
0.1,0.09995360024474477,1413.815,969.195,0.00412408837270944,0.0003090277893097498,0.003711645863590726,0.0002576819463604919,0.024929969052953006,0.0010428816181932796,0.03423207174024173,0.0016335739183914318,0.008913844825089105,0.0005883252811380371
0.3,0.30007920333528865,453.795,960.375,0.041226391057867406,0.0037236890182591777,0.013846068417724218,0.001135762263608981,0.0700459104054581,0.0028503380405131757,0.07922439744386715,0.0027701867883099356,0.09015115067763092,0.0036125405546374094
0.5,0.4997128892906744,233.63,866.835,0.09689541889475314,0.005714061586915429,0.02808240002483694,0.0024808267690350602,0.09652872499173676,0.003540343293072342,0.09005514666255215,0.0020450253367983737,0.25163052905812267,0.004635686455709801
0.7,0.6990433929492338,137.95,761.58,0.10584018544084049,0.005966123775931952,0.03820696652315892,0.004167721624530438,0.08678330197344096,0.004017222913140134,0.18376067705066046,0.005749269295816801,0.42111027836792586,0.006622949846946192
